name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangladesh,6/13/2018,88.9,77,83.4,106.1,77,90.9,76.4,79.9,0.62,100,83.33,rain,0,0,18.3,24.4,188,994.4,87.3,2.5,101.6,8.8,4,,2018-06-13T05:10:59,2018-06-13T18:45:54,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,6/14/2018,95.8,82.4,88.2,115.1,90.9,103,79,75.2,0.827,100,70.83,rain,0,0,22.1,13.9,193.2,995.8,81.3,2.6,147.7,12.7,5,,2018-06-14T05:11:05,2018-06-14T18:46:13,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,6/15/2018,92.7,82.4,86.3,116.6,92.4,101.7,80.2,82.3,0.725,100,54.17,rain,0,0,27.7,17.2,143.1,998.2,91.2,2.6,151.9,13.1,6,,2018-06-15T05:11:11,2018-06-15T18:46:32,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,6/16/2018,87.9,77,81.6,102.4,77,87.1,75.7,82.8,0.068,100,25,rain,0,0,23.9,23,161.7,1000.3,92.6,2.5,241.7,21,9,,2018-06-16T05:11:19,2018-06-16T18:46:49,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,6/17/2018,95,80.2,86.5,118.3,85.8,98.9,77.9,76.9,0.115,100,33.33,rain,0,0,23.3,11.4,177.5,999.6,78.3,2.6,194.8,16.8,7,,2018-06-17T05:11:27,2018-06-17T18:47:06,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,6/18/2018,95,78.2,86.6,117.3,78.2,97.6,77.3,74.7,0.036,100,8.33,rain,0,0,32.2,16.1,151.5,999,78.3,2.7,249.8,21.7,8,,2018-06-18T05:11:37,2018-06-18T18:47:22,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,6/19/2018,86.2,76.4,81.4,104,76.4,88,76.5,85.4,0.351,100,33.33,rain,0,0,21.3,20.8,131.2,1000.7,84.5,2.3,176.6,15.3,6,,2018-06-19T05:11:47,2018-06-19T18:47:37,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,6/20/2018,93.6,78.3,85.4,117.1,78.3,95.8,77.4,77.6,0.135,100,37.5,rain,0,0,16.8,11.4,152.9,1002.1,73.7,2.6,235,20.4,7,,2018-06-20T05:11:59,2018-06-20T18:47:52,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,6/21/2018,93.4,82.4,87.5,117.1,90.9,102.8,79.5,77.8,0.226,100,50,rain,0,0,22.4,12.8,188.2,1002.5,71.8,2.7,211.4,18.4,8,,2018-06-21T05:12:11,2018-06-21T18:48:05,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,6/22/2018,92.8,82.4,87.1,110.9,90.9,99.9,78,75.2,0.092,100,50,rain,0,0,19,12.8,163.5,1002.4,68,2.6,236.9,20.6,7,,2018-06-22T05:12:24,2018-06-22T18:48:18,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,6/23/2018,86,78.8,83.2,99.5,78.8,91.6,77.1,82.1,0.383,100,66.67,rain,0,0,19.7,9.2,157.4,1001.9,86.1,2.3,157.8,13.9,6,,2018-06-23T05:12:38,2018-06-23T18:48:29,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,6/24/2018,89.6,80.6,84.7,115.2,87.1,97.6,79.2,83.9,0.706,100,83.33,rain,0,0,19.9,13.9,166.9,1000.4,90.3,2.5,83.9,7.2,3,,2018-06-24T05:12:53,2018-06-24T18:48:40,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,6/25/2018,88,80.5,83.5,105.2,86.2,94.3,78.5,85.1,1.359,100,83.33,rain,0,0,16.1,13.9,184.1,999.4,93.6,2.6,59,5.1,3,,2018-06-25T05:13:08,2018-06-25T18:48:49,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,6/26/2018,93.2,80.4,85.2,110.4,86.7,96,77.7,79.1,0.072,100,33.33,rain,0,0,18.3,11.4,137.9,999.2,86.6,2.6,215.6,18.6,7,,2018-06-26T05:13:24,2018-06-26T18:48:58,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,6/27/2018,89.7,80.2,83.8,104.5,85.9,93.4,76.9,80,0.104,100,58.33,rain,0,0,31.3,18.3,133.3,1001.3,85.6,2.6,183.7,15.7,7,,2018-06-27T05:13:41,2018-06-27T18:49:05,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,6/28/2018,89.6,78.4,83.8,108.1,78.4,92.3,76.8,79.7,0.246,100,45.83,rain,0,0,24.2,16.1,146.5,1004.5,83,2.5,192.2,16.4,7,,2018-06-28T05:13:59,2018-06-28T18:49:12,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,6/29/2018,91.5,81.2,85.9,108.1,88.5,96.8,77.1,75.7,0.1,100,45.83,rain,0,0,21.9,16.1,177.1,1003.9,68.1,2.5,191.3,16.5,8,,2018-06-29T05:14:18,2018-06-29T18:49:17,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,6/30/2018,91.5,82.4,85.9,107.5,88.3,96.5,76.8,74.8,0.221,100,54.17,rain,0,0,21.5,13.9,186.1,1002.8,73,2.5,200.3,17.3,7,,2018-06-30T05:14:37,2018-06-30T18:49:22,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,7/1/2018,91.6,82.4,86.3,105.4,89.5,97.1,76.7,73.6,0.328,100,58.33,rain,0,0,26.4,13.9,183.1,1002.6,77.7,2.7,221.4,19.2,8,,2018-07-01T05:14:56,2018-07-01T18:49:25,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,7/2/2018,91.4,80.4,84.9,111.8,85.3,95.8,77.4,78.7,0.237,100,50,rain,0,0,24.2,11.4,198.9,1001.3,90.2,2.5,169.3,14.6,6,,2018-07-02T05:15:17,2018-07-02T18:49:27,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,7/3/2018,86,79,82.2,101.9,79,91.2,78.4,88.5,1.262,100,100,rain,0,0,18.6,10.3,203,1000.4,95.2,2.4,64.2,5.4,4,,2018-07-03T05:15:38,2018-07-03T18:49:28,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/4/2018,89.6,78.5,81.6,108.1,78.5,88.5,77.7,88.3,0.827,100,100,rain,0,0,21.7,16.1,192.1,1000,92.9,2.5,117.5,10,4,,2018-07-04T05:15:59,2018-07-04T18:49:28,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/5/2018,91.4,80.2,85,110.9,86.2,96.5,78.1,80.3,0.549,100,66.67,rain,0,0,16.1,11.4,174.2,999.9,83.7,2.6,138,11.9,6,,2018-07-05T05:16:21,2018-07-05T18:49:27,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/6/2018,92.6,80.6,86.1,107.8,87.1,97,77.1,75.1,0.056,100,54.17,rain,0,0,16.3,11.4,169.3,999.4,62.5,2.7,251.2,21.6,8,,2018-07-06T05:16:44,2018-07-06T18:49:24,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/7/2018,93.2,80.6,86.7,107.6,87.1,97.5,76.6,72.7,0.024,100,25,rain,0,0,21.7,11.4,159.3,999.2,71.7,2.7,232.8,20.2,8,,2018-07-07T05:17:07,2018-07-07T18:49:21,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/8/2018,91.4,80.6,85.1,106.9,87.1,96,77.4,78.1,0.147,100,50,rain,0,0,25.1,13.9,147.3,999.4,80.2,2.5,162.6,14.1,6,,2018-07-08T05:17:30,2018-07-08T18:49:16,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/9/2018,87.9,80.6,84.4,100.3,86.2,94.6,77.2,79.4,0.155,100,41.67,rain,0,0,24.2,16.1,145.5,1000.2,82.7,2.6,178.3,15.3,7,,2018-07-09T05:17:54,2018-07-09T18:49:10,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,7/10/2018,90,81.6,85.2,105.2,89.4,97.7,78.6,80.7,0.339,100,45.83,rain,0,0,22.8,12.8,142.4,1000.3,81.2,2.6,153.3,13.2,6,,2018-07-10T05:18:18,2018-07-10T18:49:03,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/11/2018,93.2,82.4,86,107.6,90.9,97.9,78,77.7,0.138,100,33.33,rain,0,0,21.9,11.4,134.8,999.2,71,2.6,228,19.8,7,,2018-07-11T05:18:42,2018-07-11T18:48:54,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/12/2018,90.3,80.6,85.7,107.3,88.2,98.9,79,80.9,0.218,100,37.5,rain,0,0,25.3,15,136.6,998.4,86.5,2.5,199.8,17.2,8,,2018-07-12T05:19:07,2018-07-12T18:48:45,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,7/13/2018,92.6,82.4,86.7,107.8,90.9,98.5,77.5,74.8,0.119,100,29.17,rain,0,0,24.8,11.4,136.1,998.4,82.2,2.6,208.2,17.8,7,,2018-07-13T05:19:32,2018-07-13T18:48:34,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,7/14/2018,94.5,80.6,87.7,112.2,87.1,98.7,76.6,70.8,0.02,100,16.67,rain,0,0,24.8,11.4,136.3,997.9,76.7,2.6,242.9,20.9,8,,2018-07-14T05:19:58,2018-07-14T18:48:22,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,7/15/2018,91.6,82.4,86.7,107.6,90.9,98.6,77.6,75.2,0.051,100,25,rain,0,0,27.1,15,111.5,997.8,88.6,2.6,215.2,18.5,7,,2018-07-15T05:20:23,2018-07-15T18:48:09,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,7/16/2018,92.1,80.6,85.3,105.3,86.2,95.8,77.3,77.7,0.091,100,41.67,rain,0,0,32.4,20.8,124.5,998.4,86.3,2.6,218.8,19,7,,2018-07-16T05:20:49,2018-07-16T18:47:54,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/17/2018,87.9,78.8,83.6,102.4,78.8,93.2,77.8,83.2,0.524,100,54.17,rain,0,0,23,13.9,143.6,999.3,80.3,2.5,178.2,15.6,8,,2018-07-17T05:21:15,2018-07-17T18:47:38,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/18/2018,93.2,82.4,87.2,113.6,90.9,100.7,78.6,76.2,0.158,100,50,rain,0,0,20.8,13.9,121.9,999.3,79.9,2.6,243.1,21.1,8,,2018-07-18T05:21:42,2018-07-18T18:47:21,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,7/19/2018,98.8,82.4,90.7,121.1,90.9,107.1,79.3,70.4,0.039,100,4.17,rain,0,0,14.5,6.9,111.6,997.2,51.1,2.8,273.6,23.9,9,,2018-07-19T05:22:08,2018-07-19T18:47:03,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/20/2018,95.6,82.8,88,116.1,90.8,104.5,80,77.6,0.366,100,25,rain,0,0,21.9,20.8,146.2,996.7,86.8,2.6,194.9,17.1,6,,2018-07-20T05:22:34,2018-07-20T18:46:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,7/21/2018,87.8,82.4,84.2,99.9,90.9,94.6,77.3,79.9,0.088,100,45.83,rain,0,0,32.7,19.7,121.4,998.4,87.7,2.5,151.8,13.1,6,,2018-07-21T05:23:01,2018-07-21T18:46:24,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/22/2018,88.3,80.4,84.5,105.5,86.2,97,79,83.7,0.191,100,62.5,rain,0,0,34.7,17.2,119.4,999.3,90.7,2.6,150.2,13,7,,2018-07-22T05:23:28,2018-07-22T18:46:02,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,7/23/2018,90.3,77.1,81.8,108.1,77.1,89.4,78,88.5,0.57,100,83.33,rain,0,0,22.6,13.9,144,1000.9,95.5,2.5,122,10.3,6,,2018-07-23T05:23:54,2018-07-23T18:45:39,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/24/2018,87.8,78.8,81,102.4,78.8,87.2,77.6,89.6,0.706,100,100,rain,0,0,15.2,9.2,143.5,1001.6,94.1,2.3,75.6,6.5,3,,2018-07-24T05:24:21,2018-07-24T18:45:15,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/25/2018,86,78.8,81.4,101.9,78.8,88.4,77.3,87.6,0.392,100,87.5,rain,0,0,18.8,10.3,158.7,1001.6,91.2,2.3,79,6.7,3,,2018-07-25T05:24:48,2018-07-25T18:44:50,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/26/2018,83.2,80.4,81,94.1,86.2,88.3,77.5,89.2,0.549,100,83.33,rain,0,0,18.3,24.2,147.3,1000.9,96,2.5,104.8,9.1,4,,2018-07-26T05:25:15,2018-07-26T18:44:23,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,7/27/2018,84.2,78.9,81.8,98.4,78.9,90,78.4,89.6,0.465,100,83.33,rain,0,0,20.4,11.4,162.6,1000.1,95.1,2.5,90,7.7,4,,2018-07-27T05:25:41,2018-07-27T18:43:55,0.48,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
bangladesh,7/28/2018,86,79.8,82.1,101.9,79.8,91.4,78.7,89.6,0.905,100,91.67,rain,0,0,18.6,9.2,170.4,1000.5,87.2,2.5,152.8,12.9,5,,2018-07-28T05:26:08,2018-07-28T18:43:27,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,7/29/2018,89.6,78.8,83.5,108.1,78.8,93.1,77.5,82.4,0.369,100,87.5,rain,0,0,19.2,11.4,171.1,1000.1,85.8,2.5,163.9,14.1,7,,2018-07-29T05:26:35,2018-07-29T18:42:57,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,7/30/2018,89.6,81.4,84.9,111.5,89.3,97.4,78.8,82.4,0.459,100,83.33,rain,0,0,19.9,17.9,161.4,999.4,88.3,2.6,161.1,13.8,6,,2018-07-30T05:27:01,2018-07-30T18:42:26,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,7/31/2018,91,80.6,84.6,108.3,87.1,95.5,77.9,80.9,0.269,100,58.33,rain,0,0,21.9,11.4,151.5,998.7,88.7,2.6,162.3,14,5,,2018-07-31T05:27:28,2018-07-31T18:41:54,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,8/1/2018,89.6,80.4,83.3,105.2,86.8,92.6,77.5,83.4,0.714,100,75,rain,0,0,15.9,11.4,123.5,998.6,91.7,2.4,138,12,6,,2018-08-01T05:27:54,2018-08-01T18:41:20,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,8/2/2018,86.6,80.4,81.9,100.4,86.2,90.4,77.7,87,0.529,100,91.67,rain,0,0,20.6,10.3,177.5,1000.9,90.7,2.5,95.3,8.4,3,,2018-08-02T05:28:20,2018-08-02T18:40:46,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,8/3/2018,89.6,78.7,83.3,105.2,78.7,92,77.2,82.2,0.729,100,58.33,rain,0,0,21,11.4,155.1,1000.8,88.9,2.5,134.9,11.5,6,,2018-08-03T05:28:46,2018-08-03T18:40:11,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,8/4/2018,87.8,80.6,83.6,105.2,87.1,94.5,78.5,84.9,0.32,100,87.5,rain,0,0,15.2,9.4,148.8,999.9,91.7,2.4,135.7,11.5,5,,2018-08-04T05:29:12,2018-08-04T18:39:34,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,8/5/2018,87.8,82.4,84.3,105.2,89.5,95,77.7,81.1,0.356,100,54.17,rain,0,0,15.7,11.4,138.9,1000,88.4,2.6,168.4,14.6,6,,2018-08-05T05:29:38,2018-08-05T18:38:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,8/6/2018,93.9,78.8,85.4,110.6,78.8,95.9,77.8,79.3,0.083,100,25,rain,0,0,17.2,11.4,112.8,998.5,89.8,2.6,176.2,15.3,6,,2018-08-06T05:30:04,2018-08-06T18:38:18,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,8/7/2018,91.8,81.6,85.7,105.3,89.6,94.9,75.7,73.2,0.052,100,33.33,rain,0,0,30,17.2,127.1,999.9,79.6,2.6,224.6,19.3,7,,2018-08-07T05:30:29,2018-08-07T18:37:39,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,8/8/2018,89.8,82,85.5,105.2,88.3,95.3,76.1,74.1,0.04,100,29.17,rain,0,0,23.3,18.3,141.6,1002,80.1,2.6,236.9,20.5,8,,2018-08-08T05:30:54,2018-08-08T18:36:58,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,8/9/2018,91.4,80.6,85.5,107.8,86.2,96.6,77.5,77.4,0.119,100,37.5,rain,0,0,20.8,14.6,146.7,1003.6,74.4,2.6,191.4,16.3,8,,2018-08-09T05:31:19,2018-08-09T18:36:17,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,8/10/2018,93.2,81.9,87,107.6,90.8,97.9,76.7,72.4,0.064,100,45.83,rain,0,0,16.1,11.4,159.4,1002.1,72.7,2.6,225.4,19.4,7,,2018-08-10T05:31:44,2018-08-10T18:35:34,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,8/11/2018,93.2,82.4,87.2,105.1,92.4,99,77.4,73.6,0.048,100,29.17,rain,0,0,19.9,11.4,177.5,999.8,76.8,2.6,184.6,16,7,,2018-08-11T05:32:09,2018-08-11T18:34:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,8/12/2018,91.4,82.4,85.3,107.8,90.9,97,77.8,78.5,0.24,100,91.67,rain,0,0,19.5,11.4,166.8,998.1,77.2,2.6,151.5,13.2,6,,2018-08-12T05:32:33,2018-08-12T18:34:06,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,8/13/2018,93.2,82,87.1,105.2,90.9,98.3,76.8,72.7,0.04,100,41.67,rain,0,0,19.5,11.4,123.1,998.2,85,2.5,193.9,16.7,8,,2018-08-13T05:32:58,2018-08-13T18:33:21,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,8/14/2018,96.3,82.4,87.9,112.9,90.9,101,78,73.4,0.171,100,62.5,rain,0,0,24.4,11.4,124.4,997.8,89.3,2.5,201.2,17.3,7,,2018-08-14T05:33:22,2018-08-14T18:32:35,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,8/15/2018,93.9,82.4,87.9,113.6,90.8,100.5,77.6,72.3,0.036,100,25,rain,0,0,29.3,18.3,125.9,1000.7,86,2.6,202.5,17.6,7,,2018-08-15T05:33:46,2018-08-15T18:31:48,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,8/16/2018,93.6,80.7,87.4,121.2,87.4,99.3,77.1,72.2,0.111,100,25,rain,0,0,23,15,143.3,1002.2,77.7,2.7,233.9,20.2,8,,2018-08-16T05:34:09,2018-08-16T18:31:01,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,8/17/2018,93.2,81.8,87.1,108,90.9,99.3,77.7,74.2,0.02,100,16.67,rain,0,0,20.8,11.4,139.4,999.8,81.5,2.6,228.4,19.5,7,,2018-08-17T05:34:33,2018-08-17T18:30:12,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
bangladesh,8/18/2018,96.8,82,88.8,115.3,93.3,104.1,79.4,75.4,0.127,100,37.5,rain,0,0,16.3,8.1,144.1,997.6,87.2,2.6,236,20.4,8,,2018-08-18T05:34:56,2018-08-18T18:29:23,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
bangladesh,8/19/2018,91.4,82.4,86.6,110.9,92.4,100.5,78.9,78.3,0.185,100,41.67,rain,0,0,19.2,13.9,173.8,997.5,89,2.6,172.6,14.9,6,,2018-08-19T05:35:19,2018-08-19T18:28:32,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,8/20/2018,91.4,82.4,85.5,105.1,89.5,95.7,76.6,75.4,0.269,100,29.17,rain,0,0,32.4,20.8,130.9,1001,84.4,2.6,165,14,6,,2018-08-20T05:35:41,2018-08-20T18:27:42,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
